,CreditScore,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,bin_age,Geography_France,Geography_Germany,Geography_Spain,gender_0,gender_1
2568,612,6,130024.87,1,1,1,45750.21,1,6,0,1,0,1,0
2569,641,2,110086.69,1,1,0,159773.14,0,4,0,1,0,1,0
2570,513,5,174853.46,1,1,0,84238.63,0,3,0,0,1,1,0
2571,680,7,108724.98,1,0,1,72330.46,0,3,1,0,0,0,1
2572,711,9,91285.13,2,1,1,26767.85,0,5,1,0,0,0,1
2573,689,2,0.0,2,1,1,164768.82,0,4,0,0,1,0,1
2574,665,9,110610.41,2,0,1,1112.76,1,8,0,1,0,1,0
2575,551,5,102994.04,1,1,0,176680.16,1,1,0,1,0,0,1
2576,645,4,59893.85,2,1,0,43999.64,0,4,0,0,1,0,1
2577,616,8,149318.55,1,1,0,140746.13,0,4,0,1,0,0,1
2578,582,1,116409.55,1,0,1,152790.92,0,7,1,0,0,1,0
2579,365,0,127760.07,1,1,0,81537.85,1,2,0,1,0,0,1
2580,697,6,132591.36,1,1,1,7387.8,1,5,0,1,0,1,0
2581,704,0,0.0,2,1,0,183038.33,0,6,1,0,0,0,1
2582,656,5,113402.14,2,1,1,138849.06,0,5,1,0,0,1,0
2583,712,7,0.0,2,1,0,170333.38,0,5,1,0,0,1,0
2584,748,0,0.0,1,0,0,60416.76,0,4,1,0,0,0,1
2585,724,9,0.0,2,1,1,100240.2,0,5,1,0,0,0,1
2586,691,6,136953.47,1,1,1,2704.98,0,5,1,0,0,0,1
2587,563,8,0.0,2,0,1,68815.05,0,3,1,0,0,0,1
2588,741,5,0.0,1,1,1,64839.23,0,2,1,0,0,0,1
2589,778,8,123863.64,1,1,0,144494.94,0,3,1,0,0,0,1
2590,848,7,120811.89,1,1,1,185510.34,0,9,0,0,1,0,1
2591,634,2,148430.55,1,1,1,56055.72,0,6,0,1,0,0,1
2592,505,6,47869.69,2,1,1,155061.97,0,6,0,1,0,0,1
2593,692,7,150926.99,2,0,0,119817.19,0,4,0,1,0,0,1
2594,537,6,103163.35,1,1,0,16259.64,1,5,0,1,0,1,0
2595,633,10,130206.28,1,1,0,184654.87,0,6,1,0,0,0,1
2596,833,4,136674.51,2,0,0,5278.78,0,5,1,0,0,1,0
2597,592,2,200322.45,1,1,1,113244.73,0,4,0,0,1,1,0
2598,587,1,0.0,2,1,1,8908.0,0,4,0,0,1,0,1
2600,680,10,0.0,3,1,0,154971.63,1,5,1,0,0,1,0
2601,622,9,0.0,2,1,1,155786.39,0,5,0,0,1,1,0
2602,594,0,142574.71,2,1,0,129084.82,0,7,0,1,0,0,1
2603,643,7,160426.07,1,0,1,188533.11,0,3,0,1,0,1,0
2604,540,5,116160.23,1,1,0,13411.67,0,3,1,0,0,0,1
2605,635,5,98683.47,2,1,0,15733.19,0,4,0,0,1,1,0
2606,657,3,118829.03,2,1,1,73127.61,0,4,1,0,0,0,1
2607,814,1,118870.92,1,1,0,101704.19,0,3,1,0,0,0,1
2608,600,1,0.0,1,1,1,101986.16,0,7,1,0,0,0,1
2609,682,2,0.0,1,1,1,114442.66,0,3,1,0,0,1,0
2610,682,4,107192.38,1,1,1,15669.17,0,4,1,0,0,0,1
2611,566,3,108010.78,1,1,1,157486.1,0,2,1,0,0,0,1
2612,550,3,0.0,2,0,0,131281.28,0,5,0,0,1,0,1
2613,630,7,129837.72,2,0,1,197001.15,0,2,1,0,0,0,1
2614,546,3,106458.31,4,1,0,128881.87,1,5,0,1,0,1,0
2616,762,9,122929.42,2,0,0,149822.04,0,3,0,0,1,0,1
2617,692,6,152296.83,4,0,1,108040.86,1,4,0,1,0,0,1
2618,498,1,0.0,2,0,0,135795.53,0,8,1,0,0,1,0
2619,850,8,0.0,1,0,0,25867.67,1,5,0,0,1,0,1
2620,603,6,128993.76,2,1,0,130483.56,0,6,1,0,0,0,1
2621,551,5,0.0,1,1,0,183479.12,0,5,1,0,0,1,0
2622,627,0,185267.45,2,1,1,77027.34,0,6,0,1,0,0,1
2623,515,9,0.0,2,0,0,94141.75,0,9,1,0,0,1,0
2624,605,3,116805.82,1,0,0,4092.75,0,6,0,0,1,1,0
2625,567,5,129750.68,1,1,0,109257.59,0,4,0,1,0,0,1
2626,568,2,129177.01,2,0,1,104617.99,0,6,0,1,0,1,0
2627,571,6,82506.72,2,1,0,167705.07,0,5,0,1,0,0,1
2628,634,2,107247.69,1,1,1,103712.05,1,9,0,1,0,0,1
2629,768,3,0.0,1,0,0,161242.99,1,5,0,0,1,1,0
2630,554,3,157780.93,2,1,0,6089.13,0,9,0,1,0,1,0
2631,629,1,172170.36,1,1,1,159777.37,0,7,1,0,0,0,1
2632,638,2,0.0,2,1,1,7919.08,0,2,0,0,1,0,1
2633,576,1,0.0,1,1,1,188274.6,0,3,1,0,0,0,1
2634,661,9,75361.44,1,1,0,27608.12,1,4,0,0,1,1,0
2635,592,4,0.0,2,1,1,183569.25,0,7,1,0,0,1,0
2636,702,2,0.0,2,1,1,145537.32,0,4,0,0,1,0,1
2637,647,0,98263.46,2,1,0,164717.95,0,5,1,0,0,1,0
2638,593,9,0.0,2,1,1,76357.43,0,3,1,0,0,0,1
2639,712,3,109308.79,2,1,0,120158.72,1,5,0,1,0,1,0
2640,625,8,0.0,2,1,0,151843.54,0,4,0,0,1,1,0
2641,538,6,164365.44,1,0,1,5698.97,0,6,0,1,0,1,0
2642,637,5,98800.0,1,1,0,122865.55,0,6,0,0,1,1,0
2643,632,4,193125.85,1,1,1,152665.85,0,4,1,0,0,0,1
2644,736,5,51522.75,1,0,1,192131.77,0,5,1,0,0,0,1
2645,755,5,84284.48,2,1,1,62851.6,0,6,1,0,0,0,1
2646,425,5,0.0,2,1,0,140941.47,0,2,0,0,1,1,0
2647,461,9,119889.84,1,0,0,56767.67,1,5,1,0,0,0,1
2648,745,4,137910.45,1,1,1,177235.23,0,8,1,0,0,0,1
2649,616,6,0.0,2,1,0,86242.18,0,5,1,0,0,1,0
2650,587,5,100116.82,1,1,0,34215.58,0,4,1,0,0,0,1
2651,850,4,166082.15,2,0,1,44406.17,0,7,0,1,0,0,1
2652,601,0,0.0,2,1,0,165196.65,0,2,1,0,0,1,0
2653,730,3,0.0,1,1,0,34542.41,0,9,0,0,1,0,1
2654,532,3,148595.55,1,1,0,74838.64,1,6,1,0,0,0,1
2655,850,2,94078.97,2,1,0,36980.54,0,4,0,1,0,0,1
2656,779,5,0.0,2,0,1,111676.63,0,3,0,0,1,1,0
2657,562,9,0.0,1,1,1,25858.68,0,6,1,0,0,0,1
2658,670,2,164948.98,3,0,0,177028.0,1,4,0,1,0,0,1
2660,767,2,152509.25,1,1,1,136915.15,0,6,1,0,0,1,0
2661,742,2,191864.51,1,1,0,108457.99,1,5,1,0,0,1,0
2662,669,8,96418.09,1,0,0,131609.48,1,5,1,0,0,1,0
2663,542,2,131945.94,1,0,1,159737.56,0,7,0,0,1,0,1
2664,586,3,0.0,2,1,1,142238.54,0,3,1,0,0,0,1
2665,612,9,142910.15,1,1,0,105890.55,1,7,0,1,0,0,1
2666,740,7,0.0,2,1,1,194270.91,0,5,1,0,0,1,0
2667,584,3,146311.58,1,1,1,105443.47,0,5,1,0,0,0,1
2668,524,2,87894.26,1,1,0,173899.42,1,3,1,0,0,0,1
2669,614,5,97445.49,2,1,0,122823.34,0,3,1,0,0,1,0
2671,799,7,0.0,2,0,1,140780.8,0,5,0,0,1,0,1
2672,724,2,154485.74,2,0,0,78560.64,0,4,1,0,0,0,1
2673,601,2,115625.07,1,1,0,185855.21,0,3,1,0,0,0,1
2674,804,7,108396.67,1,1,0,128276.95,0,3,1,0,0,0,1
2675,745,5,65095.41,2,1,1,140197.42,0,3,0,1,0,0,1
2676,667,1,103018.45,1,1,0,32462.39,1,8,0,1,0,0,1
2677,518,10,84764.79,1,1,1,162253.9,0,5,1,0,0,1,0
2678,819,10,0.0,2,1,0,30498.7,0,10,1,0,0,1,0
2679,520,4,115680.81,1,1,1,90280.7,0,5,0,0,1,1,0
2680,625,5,0.0,2,1,0,32615.21,0,5,1,0,0,1,0
2681,673,5,73088.06,2,0,0,196142.26,0,10,0,1,0,0,1
2682,656,3,150905.03,2,1,0,16998.72,0,2,0,1,0,1,0
2683,850,9,143054.85,1,0,1,62980.96,0,4,0,0,1,1,0
2684,574,7,0.0,2,0,0,185660.3,0,5,0,0,1,1,0
2685,679,6,0.0,2,1,1,77331.77,0,6,1,0,0,0,1
2686,530,0,99948.45,1,0,1,97338.62,0,5,0,1,0,1,0
2687,508,3,115451.05,2,0,0,67234.33,0,7,1,0,0,0,1
2688,558,4,108235.91,1,1,1,143783.28,0,5,0,1,0,0,1
2689,414,8,0.0,1,0,1,77661.12,1,6,1,0,0,0,1
2690,648,2,98795.61,2,1,0,89123.99,0,5,0,0,1,0,1
2691,721,1,0.0,2,1,0,70810.8,0,6,1,0,0,1,0
2692,751,8,0.0,2,0,0,17550.49,0,2,1,0,0,0,1
2693,662,2,0.0,2,0,1,21497.27,0,8,1,0,0,0,1
2694,628,3,113146.98,2,0,1,124749.08,0,2,0,1,0,0,1
2695,597,8,162532.14,3,1,0,36051.46,1,5,0,1,0,1,0
2696,698,0,92053.44,1,1,1,143681.83,0,3,0,0,1,1,0
2697,723,7,0.0,2,1,1,150694.58,0,3,1,0,0,0,1
2698,586,5,0.0,3,1,0,170487.4,1,6,1,0,0,1,0
2699,633,8,104944.1,1,1,1,97684.46,0,8,0,1,0,1,0
2700,564,4,0.0,2,1,0,53520.03,0,3,1,0,0,0,1
2701,649,2,0.0,2,1,0,15200.61,0,8,1,0,0,1,0
2702,622,4,107879.04,1,0,1,196894.62,0,6,1,0,0,1,0
2703,459,7,110356.42,1,1,0,4969.13,1,6,0,1,0,0,1
2704,718,2,0.0,2,0,0,26229.24,0,8,1,0,0,0,1
2705,655,4,109783.69,2,1,0,134034.32,0,5,0,0,1,1,0
2706,696,9,149777.0,1,1,1,198032.93,0,4,1,0,0,0,1
2707,637,3,104339.56,1,0,0,119882.86,0,6,1,0,0,1,0
2708,630,1,85818.18,1,1,1,133102.3,0,4,0,0,1,1,0
2709,592,4,212692.97,1,0,0,176395.02,0,3,1,0,0,0,1
2710,634,1,89696.84,2,1,1,193179.88,0,4,0,1,0,0,1
2711,608,9,0.0,2,1,1,125062.02,0,3,1,0,0,1,0
2712,565,9,68067.24,1,1,0,143287.58,0,8,0,1,0,1,0
2714,665,8,136354.16,1,1,1,93769.89,0,5,1,0,0,1,0
2715,649,1,122214.0,1,0,1,88965.46,0,2,1,0,0,0,1
2716,695,3,0.0,2,1,1,30793.61,0,3,1,0,0,0,1
2718,788,3,135139.33,1,0,1,113086.08,0,4,1,0,0,1,0
2719,569,9,146100.75,1,1,0,32574.01,1,4,0,1,0,1,0
2720,726,8,123110.9,3,0,1,130113.78,1,4,0,0,1,1,0
2721,564,3,111760.4,3,1,1,104722.47,1,4,0,1,0,1,0
2722,544,9,110728.39,1,1,1,14559.62,0,9,1,0,0,1,0
2723,614,8,121558.46,1,1,1,598.8,0,4,1,0,0,1,0
2724,453,8,120623.21,1,1,0,129697.99,0,5,0,1,0,1,0
2725,471,4,114713.57,1,1,1,36315.03,0,6,1,0,0,1,0
2726,829,3,103457.76,1,0,0,1114.12,0,5,0,1,0,1,0
2727,754,2,101134.87,2,1,1,70954.41,0,4,0,1,0,0,1
2728,749,10,78136.36,2,1,1,73470.98,0,6,0,1,0,0,1
2729,667,1,0.0,2,1,0,91573.19,0,8,1,0,0,0,1
2730,670,3,133446.34,1,0,0,3154.95,0,4,0,0,1,0,1
2731,670,7,0.0,2,1,1,88187.81,0,1,1,0,0,1,0
2732,623,1,108076.33,1,1,0,118855.26,1,5,0,1,0,1,0
2733,571,5,131354.25,1,1,0,125256.53,0,3,1,0,0,0,1
2734,641,7,62974.64,2,0,1,39016.43,0,4,0,1,0,1,0
2735,551,2,143340.44,1,1,0,145796.49,0,9,0,1,0,1,0
2736,741,8,116993.43,2,1,0,168816.22,0,7,0,1,0,0,1
2737,472,4,58662.92,2,0,1,73322.0,0,5,1,0,0,0,1
2738,650,3,128808.65,3,0,0,113677.53,1,4,0,0,1,0,1
2739,625,7,137555.44,1,0,0,124607.7,0,5,1,0,0,0,1
2740,650,4,142393.11,1,1,1,11276.48,0,5,0,1,0,0,1
2741,535,8,0.0,2,1,0,136620.64,0,7,1,0,0,1,0
2742,649,2,125785.23,1,1,1,70523.92,0,5,1,0,0,1,0
2743,689,4,136444.25,1,1,0,51980.25,1,4,1,0,0,0,1
2744,694,7,121527.4,1,1,0,113481.02,0,6,0,0,1,0,1
2745,655,9,144696.75,1,1,1,49025.79,0,5,0,1,0,0,1
2746,620,8,0.0,2,1,1,145937.99,0,5,1,0,0,0,1
2747,577,10,0.0,2,1,1,25161.61,0,6,1,0,0,1,0
2748,401,8,128140.17,1,1,0,175753.55,1,6,0,1,0,0,1
2749,599,6,120383.41,1,1,1,24903.09,0,5,1,0,0,0,1
2750,481,9,0.0,3,1,1,169719.35,1,7,1,0,0,1,0
2751,704,8,129735.3,2,1,1,179565.57,0,5,1,0,0,0,1
2752,698,8,185078.26,1,0,0,115337.74,1,8,0,0,1,1,0
2753,480,6,0.0,2,0,0,48131.92,0,4,1,0,0,1,0
2754,682,0,0.0,1,1,1,160828.98,0,6,1,0,0,0,1
2755,700,7,0.0,2,0,1,145151.96,0,8,0,0,1,0,1
2756,492,1,144591.96,1,1,1,196293.76,0,2,1,0,0,0,1
2757,444,4,0.0,2,1,0,161653.5,1,4,1,0,0,1,0
2758,624,6,0.0,2,0,0,84635.64,0,6,1,0,0,0,1
2759,709,7,0.0,1,1,0,159486.76,0,2,1,0,0,0,1
2761,646,6,145295.31,2,1,1,27814.74,0,6,0,1,0,0,1
2762,719,3,106070.29,2,1,1,183893.31,0,5,0,1,0,0,1
2763,706,6,120621.89,1,1,1,140803.7,0,2,0,1,0,1,0
2764,660,7,0.0,2,0,1,146585.53,0,3,1,0,0,0,1
2765,667,9,0.0,2,1,1,40062.29,0,3,1,0,0,0,1
2766,705,1,0.0,1,1,1,181300.32,0,5,1,0,0,0,1
2767,598,10,171283.91,1,1,1,84136.12,0,2,0,1,0,1,0
2768,669,4,0.0,2,1,1,197594.34,0,8,1,0,0,0,1
2769,580,1,128218.47,1,1,0,125953.83,1,5,0,1,0,1,0
2770,676,5,0.0,2,1,1,75465.41,0,8,1,0,0,1,0
2771,714,7,77776.39,1,1,0,177737.07,0,5,0,1,0,0,1
2773,559,1,0.0,2,0,0,155639.76,0,4,1,0,0,0,1
2774,564,1,0.0,1,1,1,162428.05,0,4,1,0,0,1,0
2775,850,3,109799.55,2,1,1,12457.76,1,5,0,0,1,0,1
2776,689,7,0.0,2,0,0,14917.09,0,8,1,0,0,0,1
2777,758,8,125397.21,1,1,0,182184.09,1,5,0,1,0,1,0
2779,733,9,111347.37,2,0,1,194872.97,0,5,0,1,0,0,1
2780,778,8,104291.41,2,1,1,117507.11,0,5,0,0,1,0,1
2781,732,9,94867.18,2,1,1,157527.6,1,3,0,1,0,1,0
2782,646,8,0.0,2,0,0,92612.88,0,6,1,0,0,0,1
2783,597,6,135703.59,2,0,0,74850.84,0,5,1,0,0,1,0
2784,821,5,106453.53,2,0,1,127413.0,0,3,0,1,0,1,0
2785,640,7,132412.38,1,0,0,69584.3,1,5,1,0,0,0,1
2786,511,9,124401.6,1,1,0,198814.24,1,4,0,1,0,1,0
2787,805,6,118022.06,3,1,0,162643.15,1,4,1,0,0,0,1
2788,540,1,82531.11,1,1,0,114092.52,0,3,0,1,0,0,1
2789,705,0,184552.12,1,1,0,68860.3,1,6,0,0,1,0,1
2790,540,4,127278.31,1,1,1,16150.34,0,7,0,1,0,0,1
2792,535,2,0.0,2,0,1,170621.55,0,7,1,0,0,1,0
2793,627,5,184244.86,1,1,0,103099.22,0,4,0,1,0,0,1
2794,646,8,59669.43,1,0,0,172495.81,1,3,1,0,0,0,1
2795,515,7,79543.59,1,0,1,38772.82,0,8,1,0,0,1,0
2796,697,6,151553.19,1,1,1,44946.29,0,4,1,0,0,1,0
2797,652,2,166527.88,2,0,1,146007.7,0,3,0,1,0,0,1
2798,579,6,150329.15,1,1,0,145558.42,0,4,0,1,0,0,1
2799,760,8,121911.59,1,1,0,193312.33,0,7,1,0,0,0,1
2800,769,9,156773.78,2,1,0,40257.79,0,4,1,0,0,0,1
2801,498,8,127864.26,1,1,1,46677.9,0,4,0,0,1,0,1
2802,774,4,113709.28,1,1,1,153887.93,1,6,1,0,0,0,1
2803,705,7,79974.55,1,1,1,103108.33,0,2,0,1,0,1,0
2804,648,2,0.0,2,1,1,58652.23,0,5,1,0,0,1,0
2805,688,5,0.0,1,1,0,91624.11,1,4,1,0,0,1,0
2806,592,0,0.0,1,1,0,65986.48,1,8,0,0,1,0,1
2807,705,3,144427.96,2,1,0,113845.19,0,4,1,0,0,0,1
2808,654,7,99263.09,1,1,1,67607.9,0,5,1,0,0,0,1
2809,624,2,79368.87,2,1,1,145471.94,0,3,1,0,0,1,0
2810,594,10,0.0,2,1,1,124071.71,0,8,1,0,0,1,0
2811,695,9,0.0,2,1,1,67502.12,0,9,0,0,1,1,0
2812,597,2,0.0,3,1,1,78707.97,0,9,1,0,0,0,1
2813,758,7,125095.94,1,1,0,171189.83,1,5,1,0,0,1,0
2814,737,2,162485.8,2,1,0,149381.32,0,6,0,1,0,1,0
2815,694,1,95668.82,2,1,0,100335.55,0,4,0,1,0,0,1
2816,683,4,0.0,2,1,0,152698.24,0,7,1,0,0,0,1
2817,538,8,0.0,2,1,1,41192.95,0,4,0,0,1,1,0
2818,669,4,0.0,1,1,0,132540.33,0,6,1,0,0,0,1
2819,730,5,74197.38,2,1,0,96875.52,0,3,1,0,0,1,0
2820,622,1,89688.94,1,1,1,152305.47,0,4,1,0,0,1,0
2821,714,10,103121.33,2,1,1,49672.01,0,5,0,0,1,1,0
2822,569,3,0.0,1,1,0,133997.53,0,4,0,0,1,1,0
2823,668,5,120170.07,1,0,1,50454.8,0,6,0,1,0,1,0
2824,628,9,149136.31,2,1,1,16402.11,0,5,1,0,0,0,1
2825,600,1,141136.79,1,1,1,67803.83,0,8,1,0,0,0,1
2826,693,4,152341.55,1,1,0,9241.78,0,7,1,0,0,1,0
2827,704,7,120026.98,2,0,1,100601.73,0,4,1,0,0,0,1
2828,527,9,132168.28,1,0,0,98734.15,0,4,0,0,1,0,1
2829,553,6,85200.82,2,1,1,160574.09,0,6,0,1,0,0,1
2830,575,1,84903.33,2,0,1,26015.8,0,3,0,0,1,0,1
2831,626,0,0.0,2,0,0,187172.54,0,3,1,0,0,1,0
2832,582,4,0.0,1,1,1,55763.66,0,5,1,0,0,0,1
2833,683,8,0.0,1,1,0,75848.22,0,3,0,0,1,0,1
2834,850,9,121535.18,1,0,0,40313.47,0,3,1,0,0,0,1
2835,653,6,116662.96,2,1,1,23864.21,0,6,0,0,1,0,1
2836,679,8,0.0,2,1,1,51380.9,0,6,1,0,0,0,1
2837,549,6,124829.16,1,0,1,93551.36,0,4,0,1,0,1,0
2838,850,2,155180.56,2,0,0,169415.54,0,1,0,0,1,1,0
2839,558,1,108262.87,1,1,1,6935.31,0,6,0,1,0,1,0
2840,528,4,0.0,2,1,0,25399.7,0,5,0,0,1,0,1
2841,801,5,0.0,2,1,0,66256.27,0,3,1,0,0,0,1
2842,513,2,0.0,1,1,1,114709.13,1,5,0,0,1,0,1
2843,666,6,99812.88,2,1,1,158357.97,0,5,0,1,0,0,1
2844,606,2,132164.26,1,0,1,164815.59,0,4,1,0,0,0,1
2845,599,10,103583.05,1,1,0,132127.69,1,8,0,1,0,0,1
2846,544,4,142406.43,2,1,0,146637.45,0,6,0,1,0,0,1
2847,529,7,99842.5,2,1,0,90256.06,1,4,0,0,1,0,1
2848,850,5,0.0,2,1,1,34827.43,0,7,1,0,0,1,0
2849,497,9,0.0,1,0,0,22074.48,0,3,1,0,0,0,1
2850,764,5,81042.42,1,0,1,109805.17,0,6,1,0,0,1,0
2851,603,5,0.0,1,1,0,100478.6,1,3,1,0,0,1,0
2852,609,6,0.0,2,1,1,97416.34,0,2,1,0,0,0,1
2853,487,4,199689.49,1,1,1,24207.86,1,3,1,0,0,0,1
2854,748,1,142645.43,1,0,0,69132.66,0,4,1,0,0,0,1
2856,432,3,110219.14,1,1,0,43046.7,1,8,0,1,0,1,0
2857,534,3,0.0,2,0,1,20856.31,0,7,0,0,1,0,1
2858,607,3,0.0,2,0,0,187048.72,0,5,1,0,0,0,1
2859,551,4,0.0,2,1,0,53420.53,0,6,0,0,1,0,1
2860,674,7,142072.02,1,1,0,37013.29,0,5,1,0,0,0,1
2861,525,6,0.0,2,1,0,89566.64,0,5,1,0,0,1,0
2862,645,8,149564.61,1,0,0,149913.84,0,4,0,1,0,0,1
2863,755,9,0.0,2,1,0,18066.69,0,6,1,0,0,1,0
2864,708,8,153366.13,1,1,1,26912.34,0,3,0,1,0,0,1
2865,715,6,76467.16,1,1,1,173511.72,0,6,1,0,0,0,1
2866,727,9,121508.28,1,1,1,146785.44,0,9,1,0,0,1,0
2867,559,1,0.0,1,0,1,1050.33,0,9,0,0,1,1,0
2868,545,8,73211.12,2,1,0,89587.34,1,5,0,0,1,0,1
2869,524,9,0.0,2,1,0,74405.34,0,5,1,0,0,0,1
2870,707,1,0.0,2,0,1,54409.48,0,6,1,0,0,1,0
2871,671,0,92674.94,2,1,0,3647.57,0,4,0,0,1,0,1
2872,439,3,96196.24,4,1,0,198874.52,1,5,0,0,1,0,1
2873,667,1,114391.62,1,1,1,53412.54,0,6,0,1,0,1,0
2874,831,9,80262.66,1,1,0,194867.78,0,5,0,1,0,0,1
2875,545,7,173331.52,1,1,0,150452.88,0,6,0,0,1,1,0
2876,604,7,147285.52,1,1,1,57807.05,0,4,0,0,1,1,0
2878,487,1,140137.15,1,1,0,194073.33,0,3,0,0,1,1,0
2879,750,6,107467.56,1,1,0,126233.18,1,6,0,1,0,1,0
2880,694,8,98218.04,2,1,0,182354.46,1,3,0,1,0,1,0
2881,711,2,133607.75,1,1,1,120586.32,0,7,0,1,0,1,0
2882,551,3,0.0,2,1,1,50578.4,0,6,1,0,0,0,1
2883,559,8,95139.41,1,1,1,86575.46,0,1,1,0,0,1,0
2884,620,3,0.0,2,0,1,153392.28,0,7,1,0,0,1,0
2885,660,5,0.0,2,1,0,115509.59,0,8,0,0,1,0,1
2886,449,6,0.0,2,1,0,82176.48,0,9,1,0,0,1,0
2887,703,1,97331.19,1,1,0,63717.49,0,5,0,1,0,1,0
2888,795,2,139265.63,2,1,1,198745.94,0,3,0,1,0,0,1
2889,594,9,0.0,1,0,1,5719.11,0,6,1,0,0,1,0
2890,586,5,168094.01,1,0,0,20058.61,0,3,0,0,1,0,1
2891,613,5,131563.88,2,1,0,170638.98,0,7,0,1,0,1,0
2892,601,3,0.0,2,1,0,30607.11,0,4,1,0,0,0,1
2893,657,9,0.0,2,0,0,37171.46,0,5,1,0,0,0,1
2894,531,3,0.0,1,1,1,42589.33,0,6,1,0,0,0,1
2895,621,7,107363.29,1,1,1,66799.28,0,4,0,1,0,0,1
2896,782,2,94493.03,1,0,1,101866.39,0,8,1,0,0,1,0
2897,528,9,170214.23,2,1,0,49284.0,0,7,0,1,0,1,0
2898,696,6,139781.06,1,1,0,27445.4,1,5,1,0,0,0,1
2899,586,7,0.0,2,1,0,70760.69,0,6,1,0,0,1,0
2900,626,8,148610.41,3,0,1,104502.02,1,4,0,0,1,1,0
2902,691,1,128306.83,1,1,1,113580.79,0,7,1,0,0,1,0
2903,568,7,0.0,2,1,1,45978.39,0,3,1,0,0,1,0
2904,715,3,0.0,1,1,1,152012.36,0,6,1,0,0,1,0
2905,680,7,175454.0,1,0,1,77349.92,0,3,0,1,0,0,1
2906,802,6,0.0,2,1,0,47322.05,0,6,0,0,1,0,1
2907,539,0,100885.93,2,1,1,38772.65,0,6,1,0,0,1,0
2909,594,6,63176.44,2,1,1,14466.08,0,3,0,1,0,0,1
2910,596,2,139451.67,1,0,0,63142.12,0,3,1,0,0,0,1
2911,649,8,49113.75,1,1,0,41858.43,0,3,1,0,0,1,0
2912,699,1,123906.22,3,1,1,127443.82,1,5,0,1,0,0,1
2913,787,6,0.0,2,1,1,84151.98,0,5,1,0,0,1,0
2914,604,7,0.0,2,0,0,58595.64,0,3,1,0,0,0,1
2915,489,1,131441.51,1,1,0,37240.11,1,5,0,1,0,1,0
2916,651,2,0.0,1,1,0,114522.68,1,6,1,0,0,0,1
2917,698,6,136325.48,2,1,1,72549.27,1,5,1,0,0,0,1
2918,578,4,113150.44,2,1,0,176712.59,1,5,0,1,0,1,0
2919,538,9,0.0,1,0,0,152855.96,0,6,0,0,1,1,0
2920,696,4,0.0,2,1,1,73371.65,0,7,1,0,0,1,0
2921,507,8,102785.16,1,1,1,70323.68,0,5,0,1,0,1,0
2922,685,6,83264.28,1,0,0,9663.28,0,1,0,0,1,0,1
2923,705,4,72252.64,2,1,1,142514.66,0,2,0,1,0,0,1
2924,499,6,148051.52,1,1,0,118623.94,0,6,0,1,0,1,0
2927,632,6,111589.33,1,1,1,170382.99,0,6,1,0,0,0,1
2928,668,0,122104.79,1,1,0,112946.67,1,2,0,1,0,1,0
2929,744,4,96106.83,1,1,1,79812.77,0,7,0,1,0,0,1
2930,663,7,115930.87,1,1,0,19862.78,0,3,0,1,0,0,1
2931,638,7,124513.66,2,1,0,158610.89,0,5,0,1,0,1,0
2932,688,9,0.0,1,1,0,191212.63,1,4,1,0,0,1,0
2933,588,8,0.0,1,1,0,61931.21,0,3,0,0,1,0,1
2934,631,7,0.0,1,1,1,58043.02,1,5,1,0,0,0,1
2935,687,8,100988.39,2,1,0,22247.27,0,3,0,0,1,0,1
2936,599,10,118577.24,1,1,1,31448.52,0,3,1,0,0,0,1
2937,718,6,0.0,2,1,0,146875.86,0,4,0,0,1,0,1
2938,730,5,0.0,2,1,1,116081.93,0,7,1,0,0,0,1
2939,533,2,0.0,1,0,1,73669.94,1,5,1,0,0,1,0
2940,711,5,0.0,2,1,1,93959.96,0,4,0,0,1,1,0
2941,555,9,0.0,2,0,1,158918.03,0,6,0,0,1,1,0
2942,850,9,113311.11,1,1,1,198193.75,0,8,1,0,0,1,0
2943,678,9,0.0,1,0,0,13160.03,0,4,1,0,0,1,0
2944,576,7,0.0,2,1,0,4660.91,0,4,1,0,0,0,1
2945,835,4,124365.42,1,0,0,180197.74,1,6,0,1,0,0,1
2946,592,1,147249.29,2,1,1,63023.02,0,9,1,0,0,0,1
2947,774,7,103688.19,1,0,1,118971.74,0,4,1,0,0,0,1
2948,620,1,138740.24,2,0,0,154700.61,0,9,1,0,0,1,0
2949,519,4,111900.14,1,1,1,97577.17,0,4,0,0,1,0,1
2950,734,0,152760.24,1,1,1,48990.5,0,6,0,0,1,1,0
2951,763,7,143966.3,2,1,1,140262.96,1,4,0,1,0,0,1
2952,733,10,141556.96,1,1,0,130189.53,0,5,1,0,0,0,1
2953,650,6,0.0,2,1,1,16301.91,0,4,1,0,0,1,0
2954,538,5,0.0,2,1,0,126962.41,0,4,1,0,0,1,0
2955,577,1,0.0,1,1,1,158750.53,0,6,1,0,0,1,0
2956,792,8,0.0,2,1,0,199644.2,0,3,1,0,0,0,1
2957,686,10,0.0,1,1,1,144272.71,1,4,1,0,0,1,0
2958,589,2,0.0,2,0,1,98320.27,0,4,1,0,0,0,1
2959,530,9,162560.32,1,1,0,64129.03,0,6,1,0,0,0,1
2960,778,7,123229.46,1,1,0,181221.09,0,4,0,1,0,1,0
2961,616,7,76665.71,2,1,1,163809.08,0,4,0,0,1,0,1
2962,550,9,140278.99,3,1,1,171457.06,1,3,1,0,0,0,1
