,CreditScore,Geography,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,bin_age,gender_0,gender_1
2468,567,Germany,40,2,105222.86,2,1,0,93795.86,0,2,1,0
2469,650,Spain,30,6,0.0,1,0,0,67997.13,1,1,1,0
2470,655,Spain,34,1,116114.93,1,1,1,49492.15,0,2,0,1
2471,763,France,58,9,187911.55,1,0,1,35825.18,0,4,1,0
2472,843,France,27,5,0.0,2,1,1,67494.23,0,1,1,0
2473,667,France,38,6,144432.04,1,1,1,73963.17,1,2,1,0
2474,705,France,50,4,77065.9,2,0,1,145159.26,0,3,1,0
2475,660,Germany,29,6,180520.29,1,1,1,123850.58,0,1,1,0
2476,553,France,42,1,0.0,2,0,0,23822.04,0,3,0,1
2477,612,Germany,47,6,130024.87,1,1,1,45750.21,1,3,1,0
2478,641,Germany,40,2,110086.69,1,1,0,159773.14,0,2,1,0
2479,513,Spain,31,5,174853.46,1,1,0,84238.63,0,2,1,0
2480,680,France,44,7,108724.98,1,0,1,72330.46,0,3,0,1
2481,711,France,58,9,91285.13,2,1,1,26767.85,0,4,0,1
2482,689,Spain,40,2,0.0,2,1,1,164768.82,0,2,0,1
2483,665,Germany,51,9,110610.41,2,0,1,1112.76,1,4,1,0
2484,551,Germany,54,5,102994.04,1,1,0,176680.16,1,4,0,1
2485,645,Spain,36,4,59893.85,2,1,0,43999.64,0,2,0,1
2486,616,Germany,29,8,149318.55,1,1,0,140746.13,0,1,0,1
2487,582,France,32,1,116409.55,1,0,1,152790.92,0,2,1,0
2488,365,Germany,30,0,127760.07,1,1,0,81537.85,1,1,0,1
2489,697,Germany,38,6,132591.36,1,1,1,7387.8,1,2,1,0
2490,704,France,31,0,0.0,2,1,0,183038.33,0,2,0,1
2491,656,France,46,5,113402.14,2,1,1,138849.06,0,3,1,0
2492,712,France,31,7,0.0,2,1,0,170333.38,0,2,1,0
2493,748,France,40,0,0.0,1,0,0,60416.76,0,2,0,1
2494,724,France,28,9,0.0,2,1,1,100240.2,0,1,0,1
2495,691,France,50,6,136953.47,1,1,1,2704.98,0,3,0,1
2496,563,France,33,8,0.0,2,0,1,68815.05,0,2,0,1
2497,741,France,32,5,0.0,1,1,1,64839.23,0,2,0,1
2498,778,France,44,8,123863.64,1,1,0,144494.94,0,3,0,1
2499,848,Spain,22,7,120811.89,1,1,1,185510.34,0,1,0,1
2500,634,Germany,38,2,148430.55,1,1,1,56055.72,0,2,0,1
2501,505,Germany,40,6,47869.69,2,1,1,155061.97,0,2,0,1
2502,692,Germany,53,7,150926.99,2,0,0,119817.19,0,4,0,1
2503,537,Germany,47,6,103163.35,1,1,0,16259.64,1,3,1,0
2504,633,France,29,10,130206.28,1,1,0,184654.87,0,1,0,1
2505,833,France,28,4,136674.51,2,0,0,5278.78,0,1,1,0
2506,592,Spain,40,2,200322.45,1,1,1,113244.73,0,2,1,0
2507,587,Spain,48,1,0.0,2,1,1,8908.0,0,3,0,1
2508,680,France,24,10,0.0,3,1,0,154971.63,1,1,1,0
2509,622,Spain,41,9,0.0,2,1,1,155786.39,0,3,1,0
2510,594,Germany,28,0,142574.71,2,1,0,129084.82,0,1,0,1
2511,643,Germany,34,7,160426.07,1,0,1,188533.11,0,2,1,0
2512,540,France,25,5,116160.23,1,1,0,13411.67,0,1,0,1
2513,635,Spain,34,5,98683.47,2,1,0,15733.19,0,2,1,0
2514,657,France,32,3,118829.03,2,1,1,73127.61,0,2,0,1
2515,814,France,31,1,118870.92,1,1,0,101704.19,0,2,0,1
2516,600,France,32,1,0.0,1,1,1,101986.16,0,2,0,1
2517,682,France,46,2,0.0,1,1,1,114442.66,0,3,1,0
2518,682,France,38,4,107192.38,1,1,1,15669.17,0,2,0,1
2519,566,France,42,3,108010.78,1,1,1,157486.1,0,3,0,1
2520,550,Spain,34,3,0.0,2,0,0,131281.28,0,2,0,1
2521,630,France,26,7,129837.72,2,0,1,197001.15,0,1,0,1
2522,546,Germany,58,3,106458.31,4,1,0,128881.87,1,4,1,0
2523,762,Spain,35,9,122929.42,2,0,0,149822.04,0,2,0,1
2524,692,Germany,45,6,152296.83,4,0,1,108040.86,1,3,0,1
2525,498,France,30,1,0.0,2,0,0,135795.53,0,1,1,0
2526,850,Spain,49,8,0.0,1,0,0,25867.67,1,3,0,1
2527,603,France,35,6,128993.76,2,1,0,130483.56,0,2,0,1
2528,551,France,36,5,0.0,1,1,0,183479.12,0,2,1,0
2529,627,Germany,27,0,185267.45,2,1,1,77027.34,0,1,0,1
2530,515,France,28,9,0.0,2,0,0,94141.75,0,1,1,0
2531,605,Spain,29,3,116805.82,1,0,0,4092.75,0,1,1,0
2532,567,Germany,29,5,129750.68,1,1,0,109257.59,0,1,0,1
2533,568,Germany,29,2,129177.01,2,0,1,104617.99,0,1,1,0
2534,571,Germany,25,6,82506.72,2,1,0,167705.07,0,1,0,1
2535,634,Germany,48,2,107247.69,1,1,1,103712.05,1,3,0,1
2536,768,Spain,42,3,0.0,1,0,0,161242.99,1,3,1,0
2537,554,Germany,36,3,157780.93,2,1,0,6089.13,0,2,1,0
2538,629,France,35,1,172170.36,1,1,1,159777.37,0,2,0,1
2539,638,Spain,48,2,0.0,2,1,1,7919.08,0,3,0,1
2540,576,France,41,1,0.0,1,1,1,188274.6,0,3,0,1
2541,661,Spain,42,9,75361.44,1,1,0,27608.12,1,3,1,0
2542,592,France,27,4,0.0,2,1,1,183569.25,0,1,1,0
2543,702,Spain,30,2,0.0,2,1,1,145537.32,0,1,0,1
2544,647,France,29,0,98263.46,2,1,0,164717.95,0,1,1,0
2545,593,France,43,9,0.0,2,1,1,76357.43,0,3,0,1
2546,712,Germany,40,3,109308.79,2,1,0,120158.72,1,2,1,0
2547,625,Spain,31,8,0.0,2,1,0,151843.54,0,2,1,0
2548,538,Germany,28,6,164365.44,1,0,1,5698.97,0,1,1,0
2549,637,Spain,22,5,98800.0,1,1,0,122865.55,0,1,1,0
2550,632,France,27,4,193125.85,1,1,1,152665.85,0,1,0,1
2551,736,France,27,5,51522.75,1,0,1,192131.77,0,1,0,1
2552,755,France,23,5,84284.48,2,1,1,62851.6,0,1,0,1
2553,425,Spain,39,5,0.0,2,1,0,140941.47,0,2,1,0
2554,461,France,51,9,119889.84,1,0,0,56767.67,1,4,0,1
2555,745,France,21,4,137910.45,1,1,1,177235.23,0,1,0,1
2556,616,France,37,6,0.0,2,1,0,86242.18,0,2,1,0
2557,587,France,33,5,100116.82,1,1,0,34215.58,0,2,0,1
2558,850,Germany,40,4,166082.15,2,0,1,44406.17,0,2,0,1
2559,601,France,38,0,0.0,2,1,0,165196.65,0,2,1,0
2560,730,Spain,26,3,0.0,1,1,0,34542.41,0,1,0,1
2561,532,France,44,3,148595.55,1,1,0,74838.64,1,3,0,1
2562,850,Germany,53,2,94078.97,2,1,0,36980.54,0,4,0,1
2563,779,Spain,34,5,0.0,2,0,1,111676.63,0,2,1,0
2564,562,France,29,9,0.0,1,1,1,25858.68,0,1,0,1
2565,670,Germany,40,2,164948.98,3,0,0,177028.0,1,2,0,1
2566,767,France,44,2,152509.25,1,1,1,136915.15,0,3,1,0
2567,742,France,28,2,191864.51,1,1,0,108457.99,1,1,1,0
2568,669,France,44,8,96418.09,1,0,0,131609.48,1,3,1,0
2569,542,Spain,32,2,131945.94,1,0,1,159737.56,0,2,0,1
2570,586,France,29,3,0.0,2,1,1,142238.54,0,1,0,1
2571,612,Germany,30,9,142910.15,1,1,0,105890.55,1,1,0,1
2572,740,France,37,7,0.0,2,1,1,194270.91,0,2,1,0
2573,584,France,35,3,146311.58,1,1,1,105443.47,0,2,0,1
2574,524,France,52,2,87894.26,1,1,0,173899.42,1,4,0,1
2575,614,France,19,5,97445.49,2,1,0,122823.34,0,0,1,0
2576,799,Spain,35,7,0.0,2,0,1,140780.8,0,2,0,1
2577,724,France,34,2,154485.74,2,0,0,78560.64,0,2,0,1
2578,601,France,50,2,115625.07,1,1,0,185855.21,0,3,0,1
2579,804,France,25,7,108396.67,1,1,0,128276.95,0,1,0,1
2580,745,Germany,38,5,65095.41,2,1,1,140197.42,0,2,0,1
2581,667,Germany,43,1,103018.45,1,1,0,32462.39,1,3,0,1
2582,518,France,38,10,84764.79,1,1,1,162253.9,0,2,1,0
2583,819,France,38,10,0.0,2,1,0,30498.7,0,2,1,0
2584,520,Spain,35,4,115680.81,1,1,1,90280.7,0,2,1,0
2585,625,France,39,5,0.0,2,1,0,32615.21,0,2,1,0
2586,673,Germany,36,5,73088.06,2,0,0,196142.26,0,2,0,1
2587,656,Germany,27,3,150905.03,2,1,0,16998.72,0,1,1,0
2588,850,Spain,23,9,143054.85,1,0,1,62980.96,0,1,1,0
2589,574,Spain,28,7,0.0,2,0,0,185660.3,0,1,1,0
2590,679,France,60,6,0.0,2,1,1,77331.77,0,4,0,1
2591,530,Germany,42,0,99948.45,1,0,1,97338.62,0,3,1,0
2592,508,France,44,3,115451.05,2,0,0,67234.33,0,3,0,1
2593,558,Germany,32,4,108235.91,1,1,1,143783.28,0,2,0,1
2594,414,France,38,8,0.0,1,0,1,77661.12,1,2,0,1
2595,648,Spain,42,2,98795.61,2,1,0,89123.99,0,3,0,1
2596,721,France,37,1,0.0,2,1,0,70810.8,0,2,1,0
2597,751,France,31,8,0.0,2,0,0,17550.49,0,2,0,1
2598,662,France,34,2,0.0,2,0,1,21497.27,0,2,0,1
2599,628,Germany,29,3,113146.98,2,0,1,124749.08,0,1,0,1
2600,597,Germany,39,8,162532.14,3,1,0,36051.46,1,2,1,0
2601,698,Spain,40,0,92053.44,1,1,1,143681.83,0,2,1,0
2602,723,France,48,7,0.0,2,1,1,150694.58,0,3,0,1
2603,586,France,28,5,0.0,3,1,0,170487.4,1,1,1,0
2604,633,Germany,29,8,104944.1,1,1,1,97684.46,0,1,1,0
2605,564,France,31,4,0.0,2,1,0,53520.03,0,2,0,1
2606,649,France,31,2,0.0,2,1,0,15200.61,0,2,1,0
2607,622,France,30,4,107879.04,1,0,1,196894.62,0,1,1,0
2608,459,Germany,46,7,110356.42,1,1,0,4969.13,1,3,0,1
2609,718,France,27,2,0.0,2,0,0,26229.24,0,1,0,1
2610,655,Spain,34,4,109783.69,2,1,0,134034.32,0,2,1,0
2611,696,France,22,9,149777.0,1,1,1,198032.93,0,1,0,1
2612,637,France,38,3,104339.56,1,0,0,119882.86,0,2,1,0
2613,630,Spain,21,1,85818.18,1,1,1,133102.3,0,1,1,0
2614,592,France,37,4,212692.97,1,0,0,176395.02,0,2,0,1
2615,634,Germany,37,1,89696.84,2,1,1,193179.88,0,2,0,1
2616,608,France,28,9,0.0,2,1,1,125062.02,0,1,1,0
2617,565,Germany,32,9,68067.24,1,1,0,143287.58,0,2,1,0
2618,665,France,55,8,136354.16,1,1,1,93769.89,0,4,1,0
2619,649,France,38,1,122214.0,1,0,1,88965.46,0,2,0,1
2620,695,France,45,3,0.0,2,1,1,30793.61,0,3,0,1
2621,788,France,39,3,135139.33,1,0,1,113086.08,0,2,1,0
2622,569,Germany,42,9,146100.75,1,1,0,32574.01,1,3,1,0
2623,726,Spain,56,8,123110.9,3,0,1,130113.78,1,4,1,0
2624,564,Germany,44,3,111760.4,3,1,1,104722.47,1,3,1,0
2625,544,France,32,9,110728.39,1,1,1,14559.62,0,2,1,0
2626,614,France,41,8,121558.46,1,1,1,598.8,0,3,1,0
2627,453,Germany,38,8,120623.21,1,1,0,129697.99,0,2,1,0
2628,471,France,58,4,114713.57,1,1,1,36315.03,0,4,1,0
2629,829,Germany,37,3,103457.76,1,0,0,1114.12,0,2,1,0
2630,754,Germany,57,2,101134.87,2,1,1,70954.41,0,4,0,1
2631,749,Germany,46,10,78136.36,2,1,1,73470.98,0,3,0,1
2632,667,France,23,1,0.0,2,1,0,91573.19,0,1,0,1
2633,670,Spain,30,3,133446.34,1,0,0,3154.95,0,1,0,1
2634,670,France,33,7,0.0,2,1,1,88187.81,0,2,1,0
2635,623,Germany,48,1,108076.33,1,1,0,118855.26,1,3,1,0
2636,571,France,32,5,131354.25,1,1,0,125256.53,0,2,0,1
2637,641,Germany,37,7,62974.64,2,0,1,39016.43,0,2,1,0
2638,551,Germany,30,2,143340.44,1,1,0,145796.49,0,1,1,0
2639,741,Germany,36,8,116993.43,2,1,0,168816.22,0,2,0,1
2640,472,France,31,4,58662.92,2,0,1,73322.0,0,2,0,1
2641,650,Spain,41,3,128808.65,3,0,0,113677.53,1,3,0,1
2642,625,France,45,7,137555.44,1,0,0,124607.7,0,3,0,1
2643,650,Germany,34,4,142393.11,1,1,1,11276.48,0,2,0,1
2644,535,France,38,8,0.0,2,1,0,136620.64,0,2,1,0
2645,649,France,41,2,125785.23,1,1,1,70523.92,0,3,1,0
2646,689,France,22,4,136444.25,1,1,0,51980.25,1,1,0,1
2647,694,Spain,38,7,121527.4,1,1,0,113481.02,0,2,0,1
2648,655,Germany,52,9,144696.75,1,1,1,49025.79,0,4,0,1
2649,620,France,36,8,0.0,2,1,1,145937.99,0,2,0,1
2650,577,France,35,10,0.0,2,1,1,25161.61,0,2,1,0
2651,401,Germany,48,8,128140.17,1,1,0,175753.55,1,3,0,1
2652,599,France,25,6,120383.41,1,1,1,24903.09,0,1,0,1
2653,481,France,57,9,0.0,3,1,1,169719.35,1,4,1,0
2654,704,France,42,8,129735.3,2,1,1,179565.57,0,3,0,1
2655,698,Spain,31,8,185078.26,1,0,0,115337.74,1,2,1,0
2656,480,France,28,6,0.0,2,0,0,48131.92,0,1,1,0
2657,682,France,42,0,0.0,1,1,1,160828.98,0,3,0,1
2658,700,Spain,31,7,0.0,2,0,1,145151.96,0,2,0,1
2659,492,France,29,1,144591.96,1,1,1,196293.76,0,1,0,1
2660,444,France,45,4,0.0,2,1,0,161653.5,1,3,1,0
2661,624,France,36,6,0.0,2,0,0,84635.64,0,2,0,1
2662,709,France,37,7,0.0,1,1,0,159486.76,0,2,0,1
2663,646,Germany,50,6,145295.31,2,1,1,27814.74,0,3,0,1
2664,719,Germany,28,3,106070.29,2,1,1,183893.31,0,1,0,1
2665,706,Germany,47,6,120621.89,1,1,1,140803.7,0,3,1,0
2666,660,France,38,7,0.0,2,0,1,146585.53,0,2,0,1
2667,667,France,36,9,0.0,2,1,1,40062.29,0,2,0,1
2668,705,France,30,1,0.0,1,1,1,181300.32,0,1,0,1
2669,598,Germany,27,10,171283.91,1,1,1,84136.12,0,1,1,0
2670,669,France,26,4,0.0,2,1,1,197594.34,0,1,0,1
2671,580,Germany,38,1,128218.47,1,1,0,125953.83,1,2,1,0
2672,676,France,32,5,0.0,2,1,1,75465.41,0,2,1,0
2673,714,Germany,28,7,77776.39,1,1,0,177737.07,0,1,0,1
2674,559,France,29,1,0.0,2,0,0,155639.76,0,1,0,1
2675,564,France,28,1,0.0,1,1,1,162428.05,0,1,1,0
2676,850,Spain,51,3,109799.55,2,1,1,12457.76,1,4,0,1
2677,689,France,39,7,0.0,2,0,0,14917.09,0,2,0,1
2678,758,Germany,61,8,125397.21,1,1,0,182184.09,1,5,1,0
2679,733,Germany,38,9,111347.37,2,0,1,194872.97,0,2,0,1
2680,778,Spain,40,8,104291.41,2,1,1,117507.11,0,2,0,1
2681,732,Germany,61,9,94867.18,2,1,1,157527.6,1,5,1,0
2682,646,France,24,8,0.0,2,0,0,92612.88,0,1,0,1
2683,597,France,33,6,135703.59,2,0,0,74850.84,0,2,1,0
2684,821,Germany,37,5,106453.53,2,0,1,127413.0,0,2,1,0
2685,640,France,43,7,132412.38,1,0,0,69584.3,1,3,0,1
2686,511,Germany,40,9,124401.6,1,1,0,198814.24,1,2,1,0
2687,805,France,46,6,118022.06,3,1,0,162643.15,1,3,0,1
2688,540,Germany,39,1,82531.11,1,1,0,114092.52,0,2,0,1
2689,705,Spain,44,0,184552.12,1,1,0,68860.3,1,3,0,1
2690,540,Germany,39,4,127278.31,1,1,1,16150.34,0,2,0,1
2691,535,France,45,2,0.0,2,0,1,170621.55,0,3,1,0
2692,627,Germany,23,5,184244.86,1,1,0,103099.22,0,1,0,1
2693,646,France,52,8,59669.43,1,0,0,172495.81,1,4,0,1
2694,515,France,25,7,79543.59,1,0,1,38772.82,0,1,1,0
2695,697,France,39,6,151553.19,1,1,1,44946.29,0,2,1,0
2696,652,Germany,27,2,166527.88,2,0,1,146007.7,0,1,0,1
2697,579,Germany,28,6,150329.15,1,1,0,145558.42,0,1,0,1
2698,760,France,43,8,121911.59,1,1,0,193312.33,0,3,0,1
2699,769,France,51,9,156773.78,2,1,0,40257.79,0,4,0,1
2700,498,Spain,29,8,127864.26,1,1,1,46677.9,0,1,0,1
2701,774,France,53,4,113709.28,1,1,1,153887.93,1,4,0,1
2702,705,Germany,43,7,79974.55,1,1,1,103108.33,0,3,1,0
2703,648,France,44,2,0.0,2,1,1,58652.23,0,3,1,0
2704,688,France,51,5,0.0,1,1,0,91624.11,1,4,1,0
2705,592,Spain,38,0,0.0,1,1,0,65986.48,1,2,0,1
2706,705,France,33,3,144427.96,2,1,0,113845.19,0,2,0,1
2707,654,France,42,7,99263.09,1,1,1,67607.9,0,3,0,1
2708,624,France,32,2,79368.87,2,1,1,145471.94,0,2,1,0
2709,594,France,30,10,0.0,2,1,1,124071.71,0,1,1,0
2710,695,Spain,34,9,0.0,2,1,1,67502.12,0,2,1,0
2711,597,France,28,2,0.0,3,1,1,78707.97,0,1,0,1
2712,758,France,52,7,125095.94,1,1,0,171189.83,1,4,1,0
2713,737,Germany,40,2,162485.8,2,1,0,149381.32,0,2,1,0
2714,694,Germany,37,1,95668.82,2,1,0,100335.55,0,2,0,1
2715,683,France,25,4,0.0,2,1,0,152698.24,0,1,0,1
2716,538,Spain,30,8,0.0,2,1,1,41192.95,0,1,1,0
2717,669,France,37,4,0.0,1,1,0,132540.33,0,2,0,1
2718,730,France,34,5,74197.38,2,1,0,96875.52,0,2,1,0
2719,622,France,31,1,89688.94,1,1,1,152305.47,0,2,1,0
2720,714,Spain,33,10,103121.33,2,1,1,49672.01,0,2,1,0
2721,569,Spain,34,3,0.0,1,1,0,133997.53,0,2,1,0
2722,668,Germany,59,5,120170.07,1,0,1,50454.8,0,4,1,0
2723,628,France,32,9,149136.31,2,1,1,16402.11,0,2,0,1
2724,600,France,40,1,141136.79,1,1,1,67803.83,0,2,0,1
2725,693,France,43,4,152341.55,1,1,0,9241.78,0,3,1,0
2726,704,France,36,7,120026.98,2,0,1,100601.73,0,2,0,1
2727,527,Spain,33,9,132168.28,1,0,0,98734.15,0,2,0,1
2728,553,Germany,43,6,85200.82,2,1,1,160574.09,0,3,0,1
2729,575,Spain,53,1,84903.33,2,0,1,26015.8,0,4,0,1
2730,626,France,32,0,0.0,2,0,0,187172.54,0,2,1,0
2731,582,France,20,4,0.0,1,1,1,55763.66,0,0,0,1
2732,683,Spain,40,8,0.0,1,1,0,75848.22,0,2,0,1
2733,850,France,30,9,121535.18,1,0,0,40313.47,0,1,0,1
2734,653,Spain,35,6,116662.96,2,1,1,23864.21,0,2,0,1
2735,679,France,60,8,0.0,2,1,1,51380.9,0,4,0,1
2736,549,Germany,49,6,124829.16,1,0,1,93551.36,0,3,1,0
2737,850,Spain,36,2,155180.56,2,0,0,169415.54,0,2,1,0
2738,558,Germany,32,1,108262.87,1,1,1,6935.31,0,2,1,0
2739,528,Spain,40,4,0.0,2,1,0,25399.7,0,2,0,1
2740,801,France,38,5,0.0,2,1,0,66256.27,0,2,0,1
2741,513,Spain,48,2,0.0,1,1,1,114709.13,1,3,0,1
2742,666,Germany,38,6,99812.88,2,1,1,158357.97,0,2,0,1
2743,606,France,35,2,132164.26,1,0,1,164815.59,0,2,0,1
2744,599,Germany,45,10,103583.05,1,1,0,132127.69,1,3,0,1
2745,544,Germany,39,4,142406.43,2,1,0,146637.45,0,2,0,1
2746,529,Spain,38,7,99842.5,2,1,0,90256.06,1,2,0,1
2747,850,France,41,5,0.0,2,1,1,34827.43,0,3,1,0
2748,497,France,41,9,0.0,1,0,0,22074.48,0,3,0,1
2749,764,France,39,5,81042.42,1,0,1,109805.17,0,2,1,0
2750,603,France,48,5,0.0,1,1,0,100478.6,1,3,1,0
2751,609,France,40,6,0.0,2,1,1,97416.34,0,2,0,1
2752,487,France,53,4,199689.49,1,1,1,24207.86,1,4,0,1
2753,748,France,33,1,142645.43,1,0,0,69132.66,0,2,0,1
2754,432,Germany,45,3,110219.14,1,1,0,43046.7,1,3,1,0
2755,534,Spain,51,3,0.0,2,0,1,20856.31,0,4,0,1
2756,607,France,25,3,0.0,2,0,0,187048.72,0,1,0,1
2757,551,Spain,32,4,0.0,2,1,0,53420.53,0,2,0,1
2758,674,France,45,7,142072.02,1,1,0,37013.29,0,3,0,1
2759,525,France,25,6,0.0,2,1,0,89566.64,0,1,1,0
2760,645,Germany,33,8,149564.61,1,0,0,149913.84,0,2,0,1
2761,755,France,43,9,0.0,2,1,0,18066.69,0,3,1,0
2762,708,Germany,37,8,153366.13,1,1,1,26912.34,0,2,0,1
2763,715,France,21,6,76467.16,1,1,1,173511.72,0,1,0,1
2764,727,France,26,9,121508.28,1,1,1,146785.44,0,1,1,0
2765,559,Spain,27,1,0.0,1,0,1,1050.33,0,1,1,0
2766,545,Spain,36,8,73211.12,2,1,0,89587.34,1,2,0,1
2767,524,France,22,9,0.0,2,1,0,74405.34,0,1,0,1
2768,707,France,55,1,0.0,2,0,1,54409.48,0,4,1,0
2769,671,Spain,38,0,92674.94,2,1,0,3647.57,0,2,0,1
2770,439,Spain,52,3,96196.24,4,1,0,198874.52,1,4,0,1
2771,667,Germany,36,1,114391.62,1,1,1,53412.54,0,2,1,0
2772,831,Germany,32,9,80262.66,1,1,0,194867.78,0,2,0,1
2773,545,Spain,33,7,173331.52,1,1,0,150452.88,0,2,1,0
2774,604,Spain,35,7,147285.52,1,1,1,57807.05,0,2,1,0
2775,487,Spain,36,1,140137.15,1,1,0,194073.33,0,2,1,0
2776,750,Germany,52,6,107467.56,1,1,0,126233.18,1,4,1,0
2777,694,Germany,37,8,98218.04,2,1,0,182354.46,1,2,1,0
2778,711,Germany,35,2,133607.75,1,1,1,120586.32,0,2,1,0
2779,551,France,37,3,0.0,2,1,1,50578.4,0,2,0,1
2780,559,France,38,8,95139.41,1,1,1,86575.46,0,2,1,0
2781,620,France,29,3,0.0,2,0,1,153392.28,0,1,1,0
2782,660,Spain,42,5,0.0,2,1,0,115509.59,0,3,0,1
2783,449,France,37,6,0.0,2,1,0,82176.48,0,2,1,0
2784,703,Germany,26,1,97331.19,1,1,0,63717.49,0,1,1,0
2785,795,Germany,37,2,139265.63,2,1,1,198745.94,0,2,0,1
2786,594,France,31,9,0.0,1,0,1,5719.11,0,2,1,0
2787,586,Spain,34,5,168094.01,1,0,0,20058.61,0,2,0,1
2788,613,Germany,30,5,131563.88,2,1,0,170638.98,0,1,1,0
2789,601,France,44,3,0.0,2,1,0,30607.11,0,3,0,1
2790,657,France,50,9,0.0,2,0,0,37171.46,0,3,0,1
2791,531,France,31,3,0.0,1,1,1,42589.33,0,2,0,1
2792,621,Germany,47,7,107363.29,1,1,1,66799.28,0,3,0,1
2793,782,France,33,2,94493.03,1,0,1,101866.39,0,2,1,0
2794,528,Germany,29,9,170214.23,2,1,0,49284.0,0,1,1,0
2795,696,France,52,6,139781.06,1,1,0,27445.4,1,4,0,1
2796,586,France,35,7,0.0,2,1,0,70760.69,0,2,1,0
2797,626,Spain,26,8,148610.41,3,0,1,104502.02,1,1,1,0
2798,691,France,33,1,128306.83,1,1,1,113580.79,0,2,1,0
2799,568,France,47,7,0.0,2,1,1,45978.39,0,3,1,0
2800,715,France,35,3,0.0,1,1,1,152012.36,0,2,1,0
2801,680,Germany,32,7,175454.0,1,0,1,77349.92,0,2,0,1
2802,802,Spain,41,6,0.0,2,1,0,47322.05,0,3,0,1
2803,539,France,22,0,100885.93,2,1,1,38772.65,0,1,1,0
2804,594,Germany,38,6,63176.44,2,1,1,14466.08,0,2,0,1
2805,596,France,33,2,139451.67,1,0,0,63142.12,0,2,0,1
2806,649,France,52,8,49113.75,1,1,0,41858.43,0,4,1,0
2807,699,Germany,32,1,123906.22,3,1,1,127443.82,1,2,0,1
2808,787,France,40,6,0.0,2,1,1,84151.98,0,2,1,0
2809,604,France,28,7,0.0,2,0,0,58595.64,0,1,0,1
2810,489,Germany,52,1,131441.51,1,1,0,37240.11,1,4,1,0
2811,651,France,56,2,0.0,1,1,0,114522.68,1,4,0,1
2812,698,France,57,6,136325.48,2,1,1,72549.27,1,4,0,1
2813,578,Germany,38,4,113150.44,2,1,0,176712.59,1,2,1,0
2814,538,Spain,42,9,0.0,1,0,0,152855.96,0,3,1,0
2815,696,France,33,4,0.0,2,1,1,73371.65,0,2,1,0
2816,507,Germany,46,8,102785.16,1,1,1,70323.68,0,3,1,0
2817,685,Spain,34,6,83264.28,1,0,0,9663.28,0,2,0,1
2818,705,Germany,41,4,72252.64,2,1,1,142514.66,0,3,0,1
2819,499,Germany,29,6,148051.52,1,1,0,118623.94,0,1,1,0
2820,632,France,32,6,111589.33,1,1,1,170382.99,0,2,0,1
2821,668,Germany,39,0,122104.79,1,1,0,112946.67,1,2,1,0
2822,744,Germany,32,4,96106.83,1,1,1,79812.77,0,2,0,1
2823,663,Germany,42,7,115930.87,1,1,0,19862.78,0,3,0,1
2824,638,Germany,37,7,124513.66,2,1,0,158610.89,0,2,1,0
2825,688,France,54,9,0.0,1,1,0,191212.63,1,4,1,0
2826,588,Spain,46,8,0.0,1,1,0,61931.21,0,3,0,1
2827,631,France,33,7,0.0,1,1,1,58043.02,1,2,0,1
2828,687,Spain,35,8,100988.39,2,1,0,22247.27,0,2,0,1
2829,599,France,44,10,118577.24,1,1,1,31448.52,0,3,0,1
2830,718,Spain,28,6,0.0,2,1,0,146875.86,0,1,0,1
2831,730,France,27,5,0.0,2,1,1,116081.93,0,1,0,1
2832,533,France,39,2,0.0,1,0,1,73669.94,1,2,1,0
2833,711,Spain,28,5,0.0,2,1,1,93959.96,0,1,1,0
2834,555,Spain,26,9,0.0,2,0,1,158918.03,0,1,1,0
2835,850,France,42,9,113311.11,1,1,1,198193.75,0,3,1,0
2836,678,France,41,9,0.0,1,0,0,13160.03,0,3,1,0
2837,576,France,32,7,0.0,2,1,0,4660.91,0,2,0,1
2838,835,Germany,20,4,124365.42,1,0,0,180197.74,1,0,0,1
2839,592,France,42,1,147249.29,2,1,1,63023.02,0,3,0,1
2840,774,France,36,7,103688.19,1,0,1,118971.74,0,2,0,1
2841,620,France,29,1,138740.24,2,0,0,154700.61,0,1,1,0
2842,519,Spain,39,4,111900.14,1,1,1,97577.17,0,2,0,1
2843,734,Spain,37,0,152760.24,1,1,1,48990.5,0,2,1,0
2844,763,Germany,31,7,143966.3,2,1,1,140262.96,1,2,0,1
2845,733,France,51,10,141556.96,1,1,0,130189.53,0,4,0,1
2846,650,France,43,6,0.0,2,1,1,16301.91,0,3,1,0
2847,538,France,33,5,0.0,2,1,0,126962.41,0,2,1,0
2848,577,France,46,1,0.0,1,1,1,158750.53,0,3,1,0
2849,792,France,30,8,0.0,2,1,0,199644.2,0,1,0,1
2850,686,France,41,10,0.0,1,1,1,144272.71,1,3,1,0
2851,589,France,29,2,0.0,2,0,1,98320.27,0,1,0,1
2852,530,France,25,9,162560.32,1,1,0,64129.03,0,1,0,1
2853,778,Germany,29,7,123229.46,1,1,0,181221.09,0,1,1,0
2854,616,Spain,31,7,76665.71,2,1,1,163809.08,0,2,0,1
2855,550,France,38,9,140278.99,3,1,1,171457.06,1,2,0,1
2856,655,France,51,3,0.0,2,0,1,15801.02,0,4,1,0
2857,721,France,46,1,115764.32,2,0,0,102950.79,0,3,0,1
2858,499,Germany,36,5,131142.53,2,1,0,174918.46,0,2,0,1
